Ürün Adı,Yıl_Ay_Min,Yıl_Ay_Max,Olumlu Yorum Sayısı,Toplam Yorum Sayısı,Olumlu Oranı
TRENDYOLMİLLA Kırmızı Vücuda Oturan Astarlı Dokuma Şık Abiye Elbise TPRSS23EL00541,2023-09,2024-03,11,12,0.9166666666666666
TRENDYOLMİLLA Kırmızı Vücuda Oturan Astarlı Dokuma Şık Abiye Elbise TPRSS23EL00541,2024-04,2024-06,20,23,0.8695652173913043
TRENDYOLMİLLA Kırmızı Vücuda Oturan Astarlı Dokuma Şık Abiye Elbise TPRSS23EL00541,2024-07,2025-03,11,15,0.7333333333333333
TRENDYOLMİLLA Kırmızı Vücuda Oturan Bisiklet Yaka Mini Fitilli Esnek Örme Kalem Elbise TWOSS22EL2819,2023-03,2023-05,20,22,0.9090909090909092
TRENDYOLMİLLA Kırmızı Vücuda Oturan Bisiklet Yaka Mini Fitilli Esnek Örme Kalem Elbise TWOSS22EL2819,2023-06,2023-08,86,98,0.8775510204081632
TRENDYOLMİLLA Kırmızı Vücuda Oturan Bisiklet Yaka Mini Fitilli Esnek Örme Kalem Elbise TWOSS22EL2819,2023-09,2024-03,14,14,1.0
TRENDYOLMİLLA Kırmızı Vücuda Oturan Bisiklet Yaka Mini Fitilli Esnek Örme Kalem Elbise TWOSS22EL2819,2024-04,2024-07,16,23,0.6956521739130435
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2022-03,2022-05,47,52,0.903846153846154
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2022-06,2022-08,54,58,0.9310344827586208
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2022-09,2023-03,27,28,0.9642857142857143
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2023-04,2023-06,30,35,0.8571428571428571
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2023-07,2023-09,22,26,0.8461538461538461
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2023-10,2023-12,12,14,0.8571428571428571
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2024-02,2024-04,12,13,0.9230769230769232
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2024-05,2024-07,36,40,0.9
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dik Yaka Midi Kalem Etek Dokuma Elbise TWOAW20EL0311,2024-08,2025-01,11,12,0.9166666666666666
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dokuma Elbise TPRSS24EL00136,2024-06,2024-08,29,33,0.8787878787878788
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dokuma Elbise TPRSS24EL00136,2024-09,2024-11,33,36,0.9166666666666666
TRENDYOLMİLLA Kırmızı Vücuda Oturan Dokuma Elbise TPRSS24EL00136,2024-12,2025-02,17,20,0.85
TRENDYOLMİLLA Kırmızı Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2022-10,2023-03,6,7,0.8571428571428571
TRENDYOLMİLLA Kırmızı Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2023-04,2023-06,31,40,0.775
TRENDYOLMİLLA Kırmızı Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2023-07,2023-09,52,58,0.896551724137931
TRENDYOLMİLLA Kırmızı Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2023-10,2024-04,15,19,0.7894736842105263
TRENDYOLMİLLA Kırmızı Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2024-05,2024-07,21,29,0.7241379310344828
TRENDYOLMİLLA Kırmızı Vücuda Oturan Korse Detaylı Dokuma Şık Abiye Elbise TPRSS22EL00097,2024-08,2025-01,16,17,0.9411764705882352
TRENDYOLMİLLA Kırmızı Vücuda Oturan Çiçekli Örme Kısa Şık Abiye Elbise TPRSS24EL00112,2024-03,2024-05,23,23,1.0
TRENDYOLMİLLA Kırmızı Vücuda Oturan Çiçekli Örme Kısa Şık Abiye Elbise TPRSS24EL00112,2024-06,2024-08,43,50,0.86
TRENDYOLMİLLA Kırmızı Vücuda Oturan Çiçekli Örme Kısa Şık Abiye Elbise TPRSS24EL00112,2024-09,2025-01,38,42,0.9047619047619048
TRENDYOLMİLLA Kırmızı Çiçekli Viskon Maxi Dokuma Elbise TWOSS24EL00613,2024-03,2024-05,16,17,0.9411764705882352
TRENDYOLMİLLA Kırmızı Çiçekli Viskon Maxi Dokuma Elbise TWOSS24EL00613,2024-06,2024-08,106,132,0.803030303030303
TRENDYOLMİLLA Kırmızı Çiçekli Viskon Maxi Dokuma Elbise TWOSS24EL00613,2024-09,2025-02,18,22,0.8181818181818182
TRENDYOLMİLLA Lacivert A Kesim Korsaj Detaylı V Yaka Maxi Dokuma Elbise TWOSS24EL00620,2024-04,2024-06,69,89,0.7752808988764045
TRENDYOLMİLLA Lacivert A Kesim Korsaj Detaylı V Yaka Maxi Dokuma Elbise TWOSS24EL00620,2024-07,2024-09,39,56,0.6964285714285714
TRENDYOLMİLLA Lacivert A Kesim Korsaj Detaylı V Yaka Maxi Dokuma Elbise TWOSS24EL00620,2024-10,2025-03,25,32,0.78125
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2022-11,2023-02,9,10,0.9
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2023-03,2023-05,29,35,0.8285714285714286
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2023-06,2023-08,7,10,0.7
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2023-09,2023-11,21,38,0.5526315789473685
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2023-12,2024-03,11,21,0.5238095238095238
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2024-04,2024-06,12,27,0.4444444444444444
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2024-07,2024-09,14,16,0.875
TRENDYOLMİLLA Lacivert A-Kesim Beli Lastikli Denim Kısa Şık Elbise TPRAW23EL00420,2024-10,2025-03,15,17,0.8823529411764706
TRENDYOLMİLLA Lacivert A-Kesim Saten Dokuma Şık Abiye & Mezuniyet Elbise TPRAW25EL00040,2024-09,2024-11,72,80,0.9
TRENDYOLMİLLA Lacivert A-Kesim Saten Dokuma Şık Abiye & Mezuniyet Elbise TPRAW25EL00040,2024-12,2025-03,33,37,0.8918918918918919
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2022-03,2022-05,47,50,0.94
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2022-06,2022-09,10,12,0.8333333333333334
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2022-10,2022-12,12,13,0.9230769230769232
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2023-01,2023-03,26,28,0.9285714285714286
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2023-04,2023-06,34,41,0.8292682926829268
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2023-07,2023-09,20,22,0.9090909090909092
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2023-10,2023-12,16,19,0.8421052631578947
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2024-01,2024-08,9,13,0.6923076923076923
TRENDYOLMİLLA Lacivert Belden Açılan Volanlı Dik Yaka Astarlı Midi Dokuma Kışlık Elbise TWOAW21EL0354,2024-09,2025-03,14,16,0.875
TRENDYOLMİLLA Lacivert Desenli Askılı Vücuda Oturan Fitilli Esnek Örme Maxi Kalem Elbise TWOSS24EL00682,2024-03,2024-05,14,16,0.875
TRENDYOLMİLLA Lacivert Desenli Askılı Vücuda Oturan Fitilli Esnek Örme Maxi Kalem Elbise TWOSS24EL00682,2024-06,2024-08,71,85,0.8352941176470589
TRENDYOLMİLLA Lacivert Desenli Askılı Vücuda Oturan Fitilli Esnek Örme Maxi Kalem Elbise TWOSS24EL00682,2024-09,2025-02,12,14,0.8571428571428571
TRENDYOLMİLLA Lacivert Düz Kesim Cepli Gömlek Yaka Keten Görünümlü Mini Dokuma Elbise TWOSS22EL1068,2022-03,2022-05,9,9,1.0
TRENDYOLMİLLA Lacivert Düz Kesim Cepli Gömlek Yaka Keten Görünümlü Mini Dokuma Elbise TWOSS22EL1068,2022-06,2023-04,62,70,0.8857142857142857
TRENDYOLMİLLA Lacivert Düz Kesim Cepli Gömlek Yaka Keten Görünümlü Mini Dokuma Elbise TWOSS22EL1068,2023-05,2023-07,35,38,0.9210526315789472
TRENDYOLMİLLA Lacivert Düz Kesim Cepli Gömlek Yaka Keten Görünümlü Mini Dokuma Elbise TWOSS22EL1068,2023-08,2023-10,24,25,0.96
TRENDYOLMİLLA Lacivert Düz Kesim Cepli Gömlek Yaka Keten Görünümlü Mini Dokuma Elbise TWOSS22EL1068,2023-11,2024-04,16,16,1.0
TRENDYOLMİLLA Lacivert Düz Kesim Cepli Gömlek Yaka Keten Görünümlü Mini Dokuma Elbise TWOSS22EL1068,2024-05,2024-08,27,33,0.8181818181818182
TRENDYOLMİLLA Lacivert Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2022-07,2022-10,9,10,0.9
TRENDYOLMİLLA Lacivert Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2023-05,2023-07,67,81,0.8271604938271605
TRENDYOLMİLLA Lacivert Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2023-08,2023-10,43,51,0.8431372549019608
TRENDYOLMİLLA Lacivert Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2023-11,2024-03,11,11,1.0
TRENDYOLMİLLA Lacivert Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2024-04,2024-06,18,24,0.75
TRENDYOLMİLLA Lacivert Düğme Detaylı Gabardin Mini Dokuma Gömlek Elbise TWOSS22EL2970,2024-07,2024-09,17,21,0.8095238095238095
TRENDYOLMİLLA Lacivert Fitted/Vücuda Oturan Askılı Esnek Maxi Örme Kalem Elbise TWOSS23EL02435,2023-10,2023-12,44,47,0.9361702127659576
TRENDYOLMİLLA Lacivert Fitted/Vücuda Oturan Askılı Esnek Maxi Örme Kalem Elbise TWOSS23EL02435,2024-01,2024-03,11,12,0.9166666666666666
TRENDYOLMİLLA Lacivert Fitted/Vücuda Oturan Askılı Esnek Maxi Örme Kalem Elbise TWOSS23EL02435,2024-04,2024-06,67,74,0.9054054054054054
TRENDYOLMİLLA Lacivert Fitted/Vücuda Oturan Askılı Esnek Maxi Örme Kalem Elbise TWOSS23EL02435,2024-07,2024-10,34,38,0.8947368421052632
TRENDYOLMİLLA Lacivert Kemerli A Kesim Piliseli Maxi Astarlı Şifon Dokuma Elbise TWOAW24EL00471,2024-03,2024-05,8,11,0.7272727272727273
TRENDYOLMİLLA Lacivert Kemerli A Kesim Piliseli Maxi Astarlı Şifon Dokuma Elbise TWOAW24EL00471,2024-06,2024-08,18,25,0.72
TRENDYOLMİLLA Lacivert Kemerli A Kesim Piliseli Maxi Astarlı Şifon Dokuma Elbise TWOAW24EL00471,2024-09,2024-11,32,36,0.8888888888888888
TRENDYOLMİLLA Lacivert Kemerli A Kesim Piliseli Maxi Astarlı Şifon Dokuma Elbise TWOAW24EL00471,2024-12,2025-03,8,10,0.8
TRENDYOLMİLLA Lacivert Kuşaklı A-Kesim Astarlı Piliseli Örme Kısa Şık Abiye Elbise TPRAW24EL00108,2023-08,2023-10,16,20,0.8
TRENDYOLMİLLA Lacivert Kuşaklı A-Kesim Astarlı Piliseli Örme Kısa Şık Abiye Elbise TPRAW24EL00108,2023-11,2024-01,31,33,0.9393939393939394
TRENDYOLMİLLA Lacivert Kuşaklı A-Kesim Astarlı Piliseli Örme Kısa Şık Abiye Elbise TPRAW24EL00108,2024-02,2024-07,17,20,0.85
TRENDYOLMİLLA Lacivert Kuşaklı A-Kesim Astarlı Piliseli Örme Kısa Şık Abiye Elbise TPRAW24EL00108,2024-08,2024-10,10,14,0.7142857142857143
TRENDYOLMİLLA Lacivert Kuşaklı A-Kesim Astarlı Piliseli Örme Kısa Şık Abiye Elbise TPRAW24EL00108,2024-11,2025-02,13,21,0.6190476190476191
TRENDYOLMİLLA Lacivert Kuşaklı Yırtmaçlı Çiçek Desenli Midi Dokuma Gömlek Elbise TWOSS20EL2822,2022-04,2022-06,42,47,0.8936170212765957
TRENDYOLMİLLA Lacivert Kuşaklı Yırtmaçlı Çiçek Desenli Midi Dokuma Gömlek Elbise TWOSS20EL2822,2022-07,2023-05,11,13,0.8461538461538461
TRENDYOLMİLLA Lacivert Kuşaklı Yırtmaçlı Çiçek Desenli Midi Dokuma Gömlek Elbise TWOSS20EL2822,2023-06,2023-08,58,66,0.8787878787878788
TRENDYOLMİLLA Lacivert Kuşaklı Yırtmaçlı Çiçek Desenli Midi Dokuma Gömlek Elbise TWOSS20EL2822,2023-09,2023-11,15,19,0.7894736842105263
TRENDYOLMİLLA Lacivert Kuşaklı Yırtmaçlı Çiçek Desenli Midi Dokuma Gömlek Elbise TWOSS20EL2822,2024-04,2024-06,27,31,0.8709677419354839
TRENDYOLMİLLA Lacivert Kuşaklı Yırtmaçlı Çiçek Desenli Midi Dokuma Gömlek Elbise TWOSS20EL2822,2024-07,2024-11,14,25,0.56
TRENDYOLMİLLA Lacivert Maxi Triko Polo Yaka Elbise TWOSS24EL00282,2024-04,2024-06,8,12,0.6666666666666666
TRENDYOLMİLLA Lacivert Maxi Triko Polo Yaka Elbise TWOSS24EL00282,2024-07,2024-09,37,43,0.8604651162790697
TRENDYOLMİLLA Lacivert Maxi Triko Polo Yaka Elbise TWOSS24EL00282,2024-10,2024-12,35,42,0.8333333333333334
TRENDYOLMİLLA Lacivert Maxi Triko Polo Yaka Elbise TWOSS24EL00282,2025-01,2025-03,17,18,0.9444444444444444
TRENDYOLMİLLA Lacivert Maxi Triko Premium Kalite Elbise TWOSS24EL00301,2024-04,2024-06,19,21,0.9047619047619048
TRENDYOLMİLLA Lacivert Maxi Triko Premium Kalite Elbise TWOSS24EL00301,2024-07,2024-09,40,49,0.8163265306122449
TRENDYOLMİLLA Lacivert Maxi Triko Premium Kalite Elbise TWOSS24EL00301,2024-10,2025-02,15,17,0.8823529411764706
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2022-04,2022-06,7,9,0.7777777777777778
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2022-08,2022-11,16,17,0.9411764705882352
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2022-12,2023-02,51,56,0.9107142857142856
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2023-03,2023-05,46,49,0.9387755102040816
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2023-06,2023-08,9,11,0.8181818181818182
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2023-09,2023-11,15,16,0.9375
TRENDYOLMİLLA Lacivert Midi Triko Kemer Detaylı Elbise TWOAW22EL0009,2023-12,2025-02,23,25,0.92
TRENDYOLMİLLA Lacivert Mini Düğmeli Viskon Dokuma Elbise TWOAW23EL01310,2022-08,2022-10,21,24,0.875
TRENDYOLMİLLA Lacivert Mini Düğmeli Viskon Dokuma Elbise TWOAW23EL01310,2022-11,2023-01,20,24,0.8333333333333334
TRENDYOLMİLLA Lacivert Mini Düğmeli Viskon Dokuma Elbise TWOAW23EL01310,2023-02,2023-07,14,24,0.5833333333333334
TRENDYOLMİLLA Lacivert Mini Düğmeli Viskon Dokuma Elbise TWOAW23EL01310,2023-09,2023-11,19,22,0.8636363636363636
TRENDYOLMİLLA Lacivert Mini Düğmeli Viskon Dokuma Elbise TWOAW23EL01310,2024-08,2025-03,8,12,0.6666666666666666
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2022-07,2022-10,9,11,0.8181818181818182
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2022-11,2023-01,54,59,0.9152542372881356
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2023-02,2023-04,28,30,0.9333333333333332
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2023-05,2023-07,12,13,0.9230769230769232
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2023-08,2023-10,15,15,1.0
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2023-11,2024-08,19,19,1.0
TRENDYOLMİLLA Lacivert Mini Triko Dantelli Elbise TWOAW22EL0011,2024-09,2025-01,13,16,0.8125
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2022-03,2022-07,4,4,1.0
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2022-08,2022-10,13,19,0.6842105263157895
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2022-11,2023-01,62,73,0.8493150684931506
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2023-02,2023-07,11,15,0.7333333333333333
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2023-09,2023-11,35,41,0.8536585365853658
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2023-12,2024-02,30,37,0.8108108108108109
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2024-03,2024-09,17,20,0.85
TRENDYOLMİLLA Lacivert Mini Triko Gömlek Garni Detaylı Elbise TWOAW22SV0122,2024-10,2025-01,11,12,0.9166666666666666
TRENDYOLMİLLA Lacivert Polo Yaka Skater/Belden Açılan Pamuklu Esnek Örme Midi Elbise TWOSS24EL00480,2024-05,2024-07,70,84,0.8333333333333334
TRENDYOLMİLLA Lacivert Polo Yaka Skater/Belden Açılan Pamuklu Esnek Örme Midi Elbise TWOSS24EL00480,2024-08,2024-12,25,30,0.8333333333333334
TRENDYOLMİLLA Lacivert Shift/Düz Havuz Yaka Midi Triko Görünümlü Esnek Örme Elbise TWOSS22EL2964,2022-04,2022-10,31,34,0.9117647058823529
TRENDYOLMİLLA Lacivert Shift/Düz Havuz Yaka Midi Triko Görünümlü Esnek Örme Elbise TWOSS22EL2964,2023-04,2023-06,84,91,0.9230769230769232
TRENDYOLMİLLA Lacivert Shift/Düz Havuz Yaka Midi Triko Görünümlü Esnek Örme Elbise TWOSS22EL2964,2023-07,2024-02,43,46,0.9347826086956522
TRENDYOLMİLLA Lacivert Shift/Düz Havuz Yaka Midi Triko Görünümlü Esnek Örme Elbise TWOSS22EL2964,2024-03,2024-05,17,17,1.0
TRENDYOLMİLLA Lacivert Shift/Düz Havuz Yaka Midi Triko Görünümlü Esnek Örme Elbise TWOSS22EL2964,2024-06,2025-03,99,120,0.825
TRENDYOLMİLLA Lacivert Tek Omuzlu Drapeli Fitted/Vücuda Oturan Maxi Esnek Örme Midi Kalem Elbise TWOSS24EL00100,2024-03,2024-05,13,15,0.8666666666666667
TRENDYOLMİLLA Lacivert Tek Omuzlu Drapeli Fitted/Vücuda Oturan Maxi Esnek Örme Midi Kalem Elbise TWOSS24EL00100,2024-06,2024-11,80,90,0.8888888888888888
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2022-03,2022-05,137,142,0.9647887323943662
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2022-06,2022-08,128,133,0.962406015037594
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2022-09,2023-02,44,44,1.0
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2023-03,2023-05,26,26,1.0
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2023-06,2023-08,78,82,0.951219512195122
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2023-09,2023-11,11,11,1.0
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2023-12,2024-05,20,23,0.8695652173913043
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2024-06,2024-08,51,54,0.9444444444444444
TRENDYOLMİLLA Lacivert Vücuda Oturan Degaje Yaka Midi Askılı Esnek Örme Midi Kalem Elbise TWOSS19AD0020,2024-09,2025-02,23,25,0.92
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2022-03,2022-08,26,28,0.9285714285714286
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2022-10,2022-12,15,16,0.9375
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2023-01,2023-03,10,10,1.0
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2023-04,2023-06,60,62,0.967741935483871
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2023-07,2023-09,18,20,0.9
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2023-10,2023-12,36,39,0.9230769230769232
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2024-01,2024-03,12,16,0.75
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2024-04,2024-06,7,10,0.7
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2024-08,2024-10,22,28,0.7857142857142857
TRENDYOLMİLLA Lacivert Vücuda Oturan Midi Triko Hırka Elbise Takım TWOSS21EL0208,2024-11,2025-02,37,42,0.8809523809523809
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2022-03,2022-05,27,36,0.75
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2022-06,2022-08,27,32,0.84375
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2022-09,2023-03,14,15,0.9333333333333333
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2023-04,2023-06,51,57,0.8947368421052632
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2023-07,2023-09,38,46,0.8260869565217391
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2023-10,2024-05,17,19,0.8947368421052632
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2024-06,2024-08,38,47,0.8085106382978723
TRENDYOLMİLLA Lacivert Çiçek Desenli Kare Yaka A Kesim Viskon Midi Dokuma Elbise TWOSS20EL3331,2024-09,2025-02,19,21,0.9047619047619048
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2022-03,2022-05,25,27,0.925925925925926
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2022-06,2022-08,18,21,0.8571428571428571
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2022-09,2023-06,13,14,0.9285714285714286
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2023-07,2023-12,32,34,0.9411764705882353
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2024-03,2024-05,14,17,0.8235294117647058
TRENDYOLMİLLA Leopar Desenli Maxi Dokuma Yırtmaçlı Plaj Elbisesi TBESS22EL0731,2024-06,2025-03,54,58,0.9310344827586207
TRENDYOLMİLLA Limited Edition Haki Dokuma Saten Elbise TPRSS24EL00127,2024-03,2024-05,17,20,0.85
TRENDYOLMİLLA Limited Edition Haki Dokuma Saten Elbise TPRSS24EL00127,2024-06,2024-08,33,39,0.8461538461538461
TRENDYOLMİLLA Limited Edition Haki Dokuma Saten Elbise TPRSS24EL00127,2024-09,2025-02,21,23,0.9130434782608695
TRENDYOLMİLLA Limited Edition Koyu Mavi Düğme Detaylı Halter Yaka Mini Denim Elbise TWOSS23EL01730,2023-03,2023-05,6,7,0.8571428571428571
TRENDYOLMİLLA Limited Edition Koyu Mavi Düğme Detaylı Halter Yaka Mini Denim Elbise TWOSS23EL01730,2023-06,2023-08,74,86,0.8604651162790697
TRENDYOLMİLLA Limited Edition Koyu Mavi Düğme Detaylı Halter Yaka Mini Denim Elbise TWOSS23EL01730,2023-09,2024-03,31,31,1.0
TRENDYOLMİLLA Limited Edition Koyu Mavi Düğme Detaylı Halter Yaka Mini Denim Elbise TWOSS23EL01730,2024-04,2024-06,22,26,0.8461538461538461
TRENDYOLMİLLA Limited Edition Koyu Mavi Düğme Detaylı Halter Yaka Mini Denim Elbise TWOSS23EL01730,2024-07,2025-02,16,20,0.8
